rank,title,authors,year,id,status,role,sub_area,provenance,source,citation_count,confidence,url,notes
642,PAGNet: Pluggable Adaptive Generative Networks for Information Completion in Multi-Agent Communication,Zhuohui Zhang et al,2025,2502.03845,candidate,bridge,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2502.03845,arXiv query expansion
643,DynaDebate: Breaking Homogeneity in Multi-Agent Debate with Dynamic Path Generation,Zhenghao Li et al,2026,2601.05746,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate;arxiv:generative-agents,0,0.92,https://arxiv.org/abs/2601.05746,arXiv query expansion
644,Learning to Act and Cooperate for Distributed Black-Box Consensus Optimization,Zi-Bo Qin et al,2026,2605.00691,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2605.00691,arXiv query expansion
645,Bimanual Robot Manipulation via Multi-Agent In-Context Learning,Alessio Palma et al,2026,2604.20348,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.20348,arXiv query expansion
646,No Press Diplomacy: Modeling Multi-Agent Gameplay,"Paquette, Philip, Lu, Yuchen, Bocco, Steven et al",2019,1909.02128,candidate,anchor,Benchmarks and Evaluation,auto-map:arxiv-query;auto-map:openalex-query,arxiv:social-dilemmas;openalex:social-dilemmas,15,0.92,http://arxiv.org/abs/1909.02128,OpenAlex query expansion
647,Adherence Improves Cooperation in Sequential Social Dilemmas,"Yuyu Yuan, Ting Guo, Pengqian Zhao et al",2022,https://doi.org/10.3390/app12168004,candidate,anchor,Benchmarks and Evaluation,auto-map:openalex-query,openalex:social-dilemmas,5,0.92,https://doi.org/10.3390/app12168004,OpenAlex query expansion
648,Collaborative Multi-Agent Test-Time Reinforcement Learning for Reasoning,Zhiyuan Hu et al,2026,2601.09667,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2601.09667,arXiv query expansion
649,From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,Mengfei Liang et al,2025,2511.00181,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate,0,0.92,https://arxiv.org/abs/2511.00181,arXiv query expansion
650,Reward-Independent Messaging for Decentralized Multi-Agent Reinforcement Learning,Naoto Yoshida et al,2025,2505.21985,candidate,bridge,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:emergent-communication,0,0.92,https://arxiv.org/abs/2505.21985,arXiv query expansion
651,AgentsCourt: Building Judicial Decision-Making Agents with Court Debate Simulation and Legal Knowledge Augmentation,"Zhitao He, Pengfei Cao, Chenhao Wang et al",2024,https://doi.org/10.18653/v1/2024.findings-emnlp.549,candidate,core,Benchmarks and Evaluation,auto-map:openalex-query,openalex:agent-benchmarks;openalex:debate,10,0.92,https://doi.org/10.18653/v1/2024.findings-emnlp.549,OpenAlex query expansion
652,Can LLM Agents Really Debate? A Controlled Study of Multi-Agent Debate in Logical Reasoning,Haolun Wu et al,2025,2511.07784,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate;arxiv:reasoning,0,0.92,https://arxiv.org/abs/2511.07784,arXiv query expansion
653,Diversity of Thought Elicits Stronger Reasoning Capabilities in Multi-Agent Debate Frameworks,Mahmood Hegazy,2024,https://doi.org/10.32388/3y8v71,candidate,core,Benchmarks and Evaluation,auto-map:openalex-query,openalex:debate,3,0.92,https://doi.org/10.32388/3y8v71,OpenAlex query expansion
654,Web2BigTable: A Bi-Level Multi-Agent LLM System for Internet-Scale Information Search and Extraction,Yuxuan Huang et al,2026,2604.27221,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.27221,arXiv query expansion
655,A-MapReduce: Executing Wide Search via Agentic MapReduce,Mingju Chen et al,2026,2602.01331,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.01331,arXiv query expansion
656,Multi-Agent Debate with Memory Masking,Hongduan Tian et al,2026,2603.20215,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate,0,0.92,https://arxiv.org/abs/2603.20215,arXiv query expansion
657,SID: Multi-LLM Debate Driven by Self Signals,Xuhang Chen et al,2025,2510.06843,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate,0,0.92,https://arxiv.org/abs/2510.06843,arXiv query expansion
658,CortexDebate: Debating Sparsely and Equally for Multi-Agent Debate,Yiliu Sun et al,2025,2507.03928,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate,0,0.92,https://arxiv.org/abs/2507.03928,arXiv query expansion
659,Multiple LLM Agents Debate for Equitable Cultural Alignment,Dayeon Ki et al,2025,2505.24671,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:debate,0,0.92,https://arxiv.org/abs/2505.24671,arXiv query expansion
660,Do LLM-derived graph priors improve multi-agent coordination?,Nikunj Gupta et al,2026,2604.17191,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:llm-multi-agent;arxiv:marl,0,0.92,https://arxiv.org/abs/2604.17191,arXiv query expansion
661,Adaptive Robust Estimator for Multi-Agent Reinforcement Learning,Zhongyi Li et al,2026,2603.21574,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration;arxiv:marl,0,0.92,https://arxiv.org/abs/2603.21574,arXiv query expansion
662,Agent Q-Mix: Selecting the Right Action for LLM Multi-Agent Systems through Reinforcement Learning,Eric Hanchen Jiang et al,2026,2604.00344,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:marl;arxiv:reasoning,0,0.92,https://arxiv.org/abs/2604.00344,arXiv query expansion
663,ProAgent: Building Proactive Cooperative Agents with Large Language Models,"Ceyao Zhang, Kaijie Yang, Siyi Hu et al",2024,https://doi.org/10.1609/aaai.v38i16.29710,candidate,core,Benchmarks and Evaluation,auto-map:openalex-query,openalex:human-ai-coordination,43,0.92,https://doi.org/10.1609/aaai.v38i16.29710,OpenAlex query expansion
664,MARTI-MARS$^2$: Scaling Multi-Agent Self-Search via Reinforcement Learning for Code Generation,Shijie Wang et al,2026,2602.07848,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration,0,0.92,https://arxiv.org/abs/2602.07848,arXiv query expansion
665,Xolver: Multi-Agent Reasoning with Holistic Experience Learning Just Like an Olympiad Team,Md Tanzib Hosain et al,2025,2506.14234,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:language-agents;arxiv:reasoning;arxiv:tool-use,0,0.92,https://arxiv.org/abs/2506.14234,arXiv query expansion
666,Scaling Video Understanding via Compact Latent Multi-Agent Collaboration,Kerui Chen et al,2026,2605.00444,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:collaboration;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2605.00444,arXiv query expansion
667,Mimosa Framework: Toward Evolving Multi-Agent Systems for Scientific Research,Martin Legrand et al,2026,2603.28986,candidate,trend,Benchmarks and Evaluation,auto-map:arxiv-query,arxiv:generative-agents;arxiv:workflow,0,0.92,https://arxiv.org/abs/2603.28986,arXiv query expansion
668,AgentLite: A Lightweight Library for Building and Advancing Task-Oriented LLM Agent System,"Liu, Zhiwei, Yao, Weiran, Zhang, Jianguo et al",2024,2402.15538,candidate,core,Benchmarks and Evaluation,auto-map:openalex-query,openalex:reasoning,10,0.92,http://arxiv.org/abs/2402.15538,OpenAlex query expansion
669,Text2BIM: Generating Building Models Using a Large Language Model-based Multi-Agent Framework,"Du, Changyu, Esser, Sebastian, Nousias, Stavros et al",2024,2408.08054,candidate,core,Benchmarks and Evaluation,auto-map:openalex-query,openalex:orchestration,7,0.92,http://arxiv.org/abs/2408.08054,OpenAlex query expansion
670,ChemGraph as an agentic framework for computational chemistry workflows,"Thang D. Pham, Aditya Tanikanti, Murat Keçeli",2026,https://doi.org/10.1038/s42004-025-01776-9,candidate,trend,Benchmarks and Evaluation,auto-map:openalex-query,openalex:tool-use,4,0.92,https://doi.org/10.1038/s42004-025-01776-9,OpenAlex query expansion
671,Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL,Weizhen Li et al,2025,2508.13167,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:web-agents,0,0.92,https://arxiv.org/abs/2508.13167,arXiv query expansion
672,Towards Agentic Test-Driven Quality Assurance for 6G Networks,Christos Tranoris et al,2026,2604.23285,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.23285,arXiv query expansion
673,SALLMA: A Software Architecture for LLM-Based Multi-Agent Systems,"Marco Becattini, Roberto Verdecchia, Enrico Vicario",2025,2025.00006,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:llm-mas;openalex:orchestration,6,0.92,https://doi.org/10.1109/satrends66715.2025.00006,OpenAlex query expansion
674,El Agente Forjador: Task-Driven Agent Generation for Quantum Simulation,Zijian Zhang et al,2026,2604.14609,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:software-agents;arxiv:workflow,0,0.92,https://arxiv.org/abs/2604.14609,arXiv query expansion
675,Rethinking Software Engineering for Agentic AI Systems,Mamdouh Alenezi,2026,2604.10599,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:workflow,0,0.92,https://arxiv.org/abs/2604.10599,arXiv query expansion
676,Spec Kit Agents: Context-Grounded Agentic Workflows,Pardis Taghavi et al,2026,2604.05278,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:software-agents,0,0.92,https://arxiv.org/abs/2604.05278,arXiv query expansion
677,A Novel Hierarchical Multi-Agent System for Payments Using LLMs,Joon Kiat Chua et al,2026,2602.24068,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.24068,arXiv query expansion
678,HearthNet: Edge Multi-Agent Orchestration for Smart Homes,Zhonghao Zhan et al,2026,2604.09618,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:agent-security,0,0.92,https://arxiv.org/abs/2604.09618,arXiv query expansion
679,HiRAS: A Hierarchical Multi-Agent Framework for Paper-to-Code Generation and Execution,Hanhua Hong et al,2026,2604.17745,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.17745,arXiv query expansion
680,AgentArch: A Comprehensive Benchmark to Evaluate Agent Architectures in Enterprise,Tara Bogavelli et al,2025,2509.10769,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:function-calling,0,0.92,https://arxiv.org/abs/2509.10769,arXiv query expansion
681,Towards Scalable Lightweight GUI Agents via Multi-role Orchestration,Ziwei Wang et al,2026,2604.13488,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:computer-use,0,0.92,https://arxiv.org/abs/2604.13488,arXiv query expansion
682,DeCoAgent: Large Language Model Empowered Decentralized Autonomous Collaboration Agents Based on Smart Contracts,"Anan Jin, Yuhang Ye, Brian Lee et al",2024,https://doi.org/10.1109/access.2024.3481641,candidate,core,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:collaboration,14,0.92,https://doi.org/10.1109/access.2024.3481641,OpenAlex query expansion
683,Leveraging large language models for automating water distribution network optimization,"Jian Wang, Guangtao Fu, Dragan Savic",2025,https://doi.org/10.1016/j.watres.2025.124536,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:orchestration,7,0.92,https://doi.org/10.1016/j.watres.2025.124536,OpenAlex query expansion
684,Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects,"Abdullah Mushtaq, Rafay Naeem, Ibrahim Ghaznavi et al",2025,https://doi.org/10.1109/educon62633.2025.11016653,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:frameworks,2,0.92,https://doi.org/10.1109/educon62633.2025.11016653,OpenAlex query expansion
685,OOM-RL: Out-of-Money Reinforcement Learning Market-Driven Alignment for LLM-Based Multi-Agent Systems,Kun Liu et al,2026,2604.11477,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2604.11477,arXiv query expansion
686,"Loosely-Structured Software: Engineering Context, Structure, and Evolution Entropy in Runtime-Rewired Multi-Agent Systems",Weihao Zhang et al,2026,2603.15690,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.15690,arXiv query expansion
687,CODMAS: A Dialectic Multi-Agent Collaborative Framework for Structured RTL Optimization,Che-Ming Chang et al,2026,2603.17204,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:reasoning,0,0.92,https://arxiv.org/abs/2603.17204,arXiv query expansion
688,World Craft: Agentic Framework to Create Visualizable Worlds via Text,Jianwen Sun et al,2026,2601.09150,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:generative-agents,0,0.92,https://arxiv.org/abs/2601.09150,arXiv query expansion
689,PlayCoder: Making LLM-Generated GUI Code Playable,Zhiyuan Peng et al,2026,2604.19742,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.19742,arXiv query expansion
690,SWE-Debate: Competitive Multi-Agent Debate for Software Issue Resolution,Han Li et al,2025,2507.23348,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:debate,0,0.92,https://arxiv.org/abs/2507.23348,arXiv query expansion
691,Agent-E: From Autonomous Web Navigation to Foundational Design Principles in Agentic Systems,"Abuelsaad, Tamer, Akkil, Deepak, Dey, Prasenjit et al",2024,2407.13032,candidate,bridge,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:web-navigation,2,0.92,http://arxiv.org/abs/2407.13032,OpenAlex query expansion
692,TraceSIR: A Multi-Agent Framework for Structured Analysis and Reporting of Agentic Execution Traces,Shu-Xun Yang et al,2026,2603.00623,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:function-calling,0,0.92,https://arxiv.org/abs/2603.00623,arXiv query expansion
693,FunReason-MT Technical Report: Advanced Data Synthesis Solution for Real-world Multi-Turn Tool-use,Zengzhuang Xu et al,2025,2510.24645,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:arxiv-query,arxiv:function-calling,0,0.92,https://arxiv.org/abs/2510.24645,arXiv query expansion
694,A Self-Reflective Multi-Agent Collaboration Framework for Dynamic Software Engineering Tasks,Yulin Huang,2026,https://doi.org/10.20944/preprints202603.0129.v1,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:software-agents;openalex:topology,1,0.92,https://doi.org/10.20944/preprints202603.0129.v1,OpenAlex query expansion
695,MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,"Tao, Wei, Zhou, Yucheng, Wang, Yanlin et al",2024,2403.17927,candidate,core,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:frameworks,8,0.92,http://arxiv.org/abs/2403.17927,OpenAlex query expansion
696,Contextual Trust Evaluation for Robust Coordination in Large Language Model Multi-Agent Systems,"Kangning Gao, Haotian Zhu, Rui Liu et al",2025,https://doi.org/10.1109/eiecc67963.2025.11409558,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:orchestration,7,0.92,https://doi.org/10.1109/eiecc67963.2025.11409558,OpenAlex query expansion
697,MUARF: Leveraging Multi-Agent Workflows for Automated Code Refactoring,Yisen Xu,2025,2025.00071,candidate,trend,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:coding-agents,1,0.92,https://doi.org/10.1109/icse-companion66252.2025.00071,OpenAlex query expansion
698,GraphTeam: Facilitating Large Language Model-based Graph Analysis via Multi-Agent Collaboration,"Li, Xin, Chu, Qizhi, Chen, Yubin et al",2024,2410.18032,candidate,core,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:collaboration,1,0.92,http://arxiv.org/abs/2410.18032,OpenAlex query expansion
699,HyperAgent: Generalist Software Engineering Agents to Solve Coding Tasks at Scale,"Phan, Huy Nhat, Nguyen, Tien N., Nguyen, Phong X. et al",2024,2409.16299,candidate,core,"Software, Web, and Computer-Use Agents",auto-map:openalex-query,openalex:swe-benchmarks,1,0.92,http://arxiv.org/abs/2409.16299,OpenAlex query expansion
