rank,id,title,authors,year,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status,review_batch,decision,note
674,2604.14609,El Agente Forjador: Task-Driven Agent Generation for Quantum Simulation,Zijian Zhang et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:software-agents;arxiv:workflow,0,0.92,https://arxiv.org/abs/2604.14609,2604.14609,papers_extra/multi-agent-triaged/0674_2604.14609,papers_extra/multi-agent-triaged/0674_2604.14609/paper.pdf,papers_extra/multi-agent-triaged/0674_2604.14609/source,present,present,batch-04,keep,Retained after batch review.
676,2604.05278,Spec Kit Agents: Context-Grounded Agentic Workflows,Pardis Taghavi et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:software-agents,0,0.92,https://arxiv.org/abs/2604.05278,2604.05278,papers_extra/multi-agent-triaged/0676_2604.05278,papers_extra/multi-agent-triaged/0676_2604.05278/paper.pdf,papers_extra/multi-agent-triaged/0676_2604.05278/source,present,present,batch-04,keep,Retained after batch review.
679,2604.17745,HiRAS: A Hierarchical Multi-Agent Framework for Paper-to-Code Generation and Execution,Hanhua Hong et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.17745,2604.17745,papers_extra/multi-agent-triaged/0679_2604.17745,papers_extra/multi-agent-triaged/0679_2604.17745/paper.pdf,papers_extra/multi-agent-triaged/0679_2604.17745/source,present,present,batch-04,keep,Retained after batch review.
680,2509.10769,AgentArch: A Comprehensive Benchmark to Evaluate Agent Architectures in Enterprise,Tara Bogavelli et al,2025,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:function-calling,0,0.92,https://arxiv.org/abs/2509.10769,2509.10769,papers_extra/multi-agent-triaged/0680_2509.10769,papers_extra/multi-agent-triaged/0680_2509.10769/paper.pdf,papers_extra/multi-agent-triaged/0680_2509.10769/source,present,present,batch-05,keep,Retained after batch review.
681,2604.13488,Towards Scalable Lightweight GUI Agents via Multi-role Orchestration,Ziwei Wang et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:computer-use,0,0.92,https://arxiv.org/abs/2604.13488,2604.13488,papers_extra/multi-agent-triaged/0681_2604.13488,papers_extra/multi-agent-triaged/0681_2604.13488/paper.pdf,papers_extra/multi-agent-triaged/0681_2604.13488/source,present,present,batch-05,keep,Retained after batch review.
682,https://doi.org/10.1109/access.2024.3481641,DeCoAgent: Large Language Model Empowered Decentralized Autonomous Collaboration Agents Based on Smart Contracts,"Anan Jin, Yuhang Ye, Brian Lee et al",2024,candidate,core,"Software, Web, and Computer-Use Agents",openalex:collaboration,14,0.92,https://doi.org/10.1109/access.2024.3481641,,,,,unresolved,unavailable,batch-14,keep,"IEEE Access paper with explicit decentralized LLM collaboration agents; applied and likely needs rigor review, but not obvious noise."
683,https://doi.org/10.1016/j.watres.2025.124536,Leveraging large language models for automating water distribution network optimization,"Jian Wang, Guangtao Fu, Dragan Savic",2025,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:orchestration,7,0.92,https://doi.org/10.1016/j.watres.2025.124536,,,,,unresolved,unavailable,batch-14,keep,"Water Research article from a strong applied venue; title is not explicitly multi-agent, but metadata suggests orchestration relevance and the venue/citation signal merit retention."
684,https://doi.org/10.1109/educon62633.2025.11016653,Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects,"Abdullah Mushtaq, Rafay Naeem, Ibrahim Ghaznavi et al",2025,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:frameworks,2,0.92,https://doi.org/10.1109/educon62633.2025.11016653,,,,,unresolved,unavailable,batch-14,keep,IEEE EDUCON application paper with explicit multi-agent LLM framework; likely narrow educational engineering use case but credible enough for deeper review.
686,2603.15690,"Loosely-Structured Software: Engineering Context, Structure, and Evolution Entropy in Runtime-Rewired Multi-Agent Systems",Weihao Zhang et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.15690,2603.15690,papers_extra/multi-agent-triaged/0686_2603.15690,papers_extra/multi-agent-triaged/0686_2603.15690/paper.pdf,papers_extra/multi-agent-triaged/0686_2603.15690/source,present,present,batch-05,keep,Retained after batch review.
687,2603.17204,CODMAS: A Dialectic Multi-Agent Collaborative Framework for Structured RTL Optimization,Che-Ming Chang et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:reasoning,0,0.92,https://arxiv.org/abs/2603.17204,2603.17204,papers_extra/multi-agent-triaged/0687_2603.17204,papers_extra/multi-agent-triaged/0687_2603.17204/paper.pdf,papers_extra/multi-agent-triaged/0687_2603.17204/source,present,present,batch-05,keep,Retained after batch review.
688,2601.09150,World Craft: Agentic Framework to Create Visualizable Worlds via Text,Jianwen Sun et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:generative-agents,0,0.92,https://arxiv.org/abs/2601.09150,2601.09150,papers_extra/multi-agent-triaged/0688_2601.09150,papers_extra/multi-agent-triaged/0688_2601.09150/paper.pdf,papers_extra/multi-agent-triaged/0688_2601.09150/source,present,present,batch-05,keep,Retained after batch review.
689,2604.19742,PlayCoder: Making LLM-Generated GUI Code Playable,Zhiyuan Peng et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.19742,2604.19742,papers_extra/multi-agent-triaged/0689_2604.19742,papers_extra/multi-agent-triaged/0689_2604.19742/paper.pdf,papers_extra/multi-agent-triaged/0689_2604.19742/source,present,present,batch-05,keep,Retained after batch review.
690,2507.23348,SWE-Debate: Competitive Multi-Agent Debate for Software Issue Resolution,Han Li et al,2025,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:debate,0,0.92,https://arxiv.org/abs/2507.23348,2507.23348,papers_extra/multi-agent-triaged/0690_2507.23348,papers_extra/multi-agent-triaged/0690_2507.23348/paper.pdf,papers_extra/multi-agent-triaged/0690_2507.23348/source,present,present,batch-05,keep,Retained after batch review.
691,2407.13032,Agent-E: From Autonomous Web Navigation to Foundational Design Principles in Agentic Systems,"Abuelsaad, Tamer, Akkil, Deepak, Dey, Prasenjit et al",2024,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:web-navigation,2,0.92,http://arxiv.org/abs/2407.13032,2407.13032,papers_extra/multi-agent-triaged/0691_2407.13032,papers_extra/multi-agent-triaged/0691_2407.13032/paper.pdf,papers_extra/multi-agent-triaged/0691_2407.13032/source,present,present,batch-05,keep,Retained after batch review.
692,2603.00623,TraceSIR: A Multi-Agent Framework for Structured Analysis and Reporting of Agentic Execution Traces,Shu-Xun Yang et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:function-calling,0,0.92,https://arxiv.org/abs/2603.00623,2603.00623,papers_extra/multi-agent-triaged/0692_2603.00623,papers_extra/multi-agent-triaged/0692_2603.00623/paper.pdf,papers_extra/multi-agent-triaged/0692_2603.00623/source,present,present,batch-05,keep,Retained after batch review.
693,2510.24645,FunReason-MT Technical Report: Advanced Data Synthesis Solution for Real-world Multi-Turn Tool-use,Zengzhuang Xu et al,2025,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:function-calling,0,0.92,https://arxiv.org/abs/2510.24645,2510.24645,papers_extra/multi-agent-triaged/0693_2510.24645,papers_extra/multi-agent-triaged/0693_2510.24645/paper.pdf,papers_extra/multi-agent-triaged/0693_2510.24645/source,present,present,batch-05,keep,Retained after batch review.
695,2403.17927,MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,"Tao, Wei, Zhou, Yucheng, Wang, Yanlin et al",2024,candidate,core,"Software, Web, and Computer-Use Agents",openalex:frameworks,8,0.92,http://arxiv.org/abs/2403.17927,2403.17927,papers_extra/multi-agent-triaged/0695_2403.17927,papers_extra/multi-agent-triaged/0695_2403.17927/paper.pdf,papers_extra/multi-agent-triaged/0695_2403.17927/source,present,present,batch-05,keep,Retained after batch review.
696,https://doi.org/10.1109/eiecc67963.2025.11409558,Contextual Trust Evaluation for Robust Coordination in Large Language Model Multi-Agent Systems,"Kangning Gao, Haotian Zhu, Rui Liu et al",2025,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:orchestration,7,0.92,https://doi.org/10.1109/eiecc67963.2025.11409558,,,,,unresolved,unavailable,batch-14,keep,IEEE conference paper directly on trust evaluation and coordination in LLM-MAS; modest venue/citation signal but relevant and not obvious noise.
697,2025.00071,MUARF: Leveraging Multi-Agent Workflows for Automated Code Refactoring,Yisen Xu,2025,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:coding-agents,1,0.92,https://doi.org/10.1109/icse-companion66252.2025.00071,,,,,unresolved,unavailable,batch-15,keep,"ICSE Companion 2025 paper directly about multi-agent workflows for code refactoring; low citations and limited artifact access, but plausible trend paper needing deeper review."
698,2410.18032,GraphTeam: Facilitating Large Language Model-based Graph Analysis via Multi-Agent Collaboration,"Li, Xin, Chu, Qizhi, Chen, Yubin et al",2024,candidate,core,"Software, Web, and Computer-Use Agents",openalex:collaboration,1,0.92,http://arxiv.org/abs/2410.18032,2410.18032,papers_extra/multi-agent-triaged/0698_2410.18032,papers_extra/multi-agent-triaged/0698_2410.18032/paper.pdf,papers_extra/multi-agent-triaged/0698_2410.18032/source,present,present,batch-05,keep,Retained after batch review.
699,2409.16299,HyperAgent: Generalist Software Engineering Agents to Solve Coding Tasks at Scale,"Phan, Huy Nhat, Nguyen, Tien N., Nguyen, Phong X. et al",2024,candidate,core,"Software, Web, and Computer-Use Agents",openalex:swe-benchmarks,1,0.92,http://arxiv.org/abs/2409.16299,2409.16299,papers_extra/multi-agent-triaged/0699_2409.16299,papers_extra/multi-agent-triaged/0699_2409.16299/paper.pdf,papers_extra/multi-agent-triaged/0699_2409.16299/source,present,present,batch-05,keep,Retained after batch review.
701,2602.23647,SGAgent: Suggestion-Guided LLM-Based Multi-Agent Framework for Repository-Level Software Repair,Quanjun Zhang et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.23647,2602.23647,papers_extra/multi-agent-triaged/0701_2602.23647,papers_extra/multi-agent-triaged/0701_2602.23647/paper.pdf,papers_extra/multi-agent-triaged/0701_2602.23647/source,present,present,batch-05,keep,Retained after batch review.
702,2602.13671,MAS-on-the-Fly: Dynamic Adaptation of LLM-based Multi-Agent Systems at Test Time,Guangyi Liu et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.13671,2602.13671,papers_extra/multi-agent-triaged/0702_2602.13671,papers_extra/multi-agent-triaged/0702_2602.13671/paper.pdf,papers_extra/multi-agent-triaged/0702_2602.13671/source,present,present,batch-05,keep,Retained after batch review.
703,2602.06511,Evolutionary Generation of Multi-Agent Systems,Yuntong Hu et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.06511,2602.06511,,,,failed,failed,batch-15,keep,arXiv paper is directly about LLM-based MAS architecture generation with evolutionary search and multiple benchmarks; recent and uncited but clearly relevant.
704,2601.16489,EvoConfig: Self-Evolving Multi-Agent Systems for Efficient Autonomous Environment Configuration,Xinshuai Guo et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:collaboration,0,0.92,https://arxiv.org/abs/2601.16489,2601.16489,papers_extra/multi-agent-triaged/0704_2601.16489,papers_extra/multi-agent-triaged/0704_2601.16489/paper.pdf,papers_extra/multi-agent-triaged/0704_2601.16489/source,present,present,batch-05,keep,Retained after batch review.
705,2024.01262,AssistGUI: Task-Oriented PC Graphical User Interface Automation,"Difei Gao, Lei Ji, Zechen Bai et al",2024,candidate,core,"Software, Web, and Computer-Use Agents",openalex:gui-agents,6,0.92,https://doi.org/10.1109/cvpr52733.2024.01262,,,,,unresolved,unavailable,batch-15,keep,CVPR 2024 GUI automation work is credible and adjacent to computer-use agents; multi-agent specificity is unclear from metadata but not obvious noise.
706,2604.25264,MARD: A Multi-Agent Framework for Robust Android Malware Detection,Xueying Zeng et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.25264,2604.25264,papers_extra/multi-agent-triaged/0706_2604.25264,papers_extra/multi-agent-triaged/0706_2604.25264/paper.pdf,papers_extra/multi-agent-triaged/0706_2604.25264/source,present,present,batch-05,keep,Retained after batch review.
707,https://doi.org/10.1109/etfa61755.2024.10710900,LLM experiments with simulation: Large Language Model Multi-Agent System for Simulation Model Parametrization in Digital Twins,"Yuchen Xia, Daniel Dittler, Nasser Jazdi et al",2024,candidate,core,"Software, Web, and Computer-Use Agents",openalex:llm-mas;openalex:reasoning,20,0.92,https://doi.org/10.1109/etfa61755.2024.10710900,,,,,unresolved,unavailable,batch-15,keep,ETFA paper explicitly studies an LLM multi-agent system for digital-twin simulation parametrization and has nontrivial citations; relevant applied MAS trend.
708,2025.00059,ALMAS: an Autonomous LLM-based Multi-Agent Software Engineering Framework,"Vali Tawosi, Keshav Ramani, Salwa Alamir et al",2025,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:frameworks;openalex:software-agents,3,0.92,https://doi.org/10.1109/asew67777.2025.00059,,,,,unresolved,unavailable,batch-15,keep,ASE workshop paper directly targets LLM-based multi-agent software engineering; likely framework-style but relevant enough to keep for deeper review.
709,2604.11950,AnyPoC: Universal Proof-of-Concept Test Generation for Scalable LLM-Based Bug Detection,Zijie Zhao et al,2026,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:agent-security;arxiv:software-agents,0,0.92,https://arxiv.org/abs/2604.11950,2604.11950,papers_extra/multi-agent-triaged/0709_2604.11950,papers_extra/multi-agent-triaged/0709_2604.11950/paper.pdf,papers_extra/multi-agent-triaged/0709_2604.11950/source,present,present,batch-05,keep,Retained after batch review.
710,2410.19054,Infogent: An Agent-Based Framework for Web Information Aggregation,"Reddy, Revanth Gangi, Mukherjee, Sagnik, Kim, Jeonghwan et al",2024,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:web-navigation,1,0.92,http://arxiv.org/abs/2410.19054,2410.19054,papers_extra/multi-agent-triaged/0710_2410.19054,papers_extra/multi-agent-triaged/0710_2410.19054/paper.pdf,papers_extra/multi-agent-triaged/0710_2410.19054/source,present,present,batch-05,keep,Retained after batch review.
712,2509.08863,GeoJSON Agents:A Multi-Agent LLM Architecture for Geospatial Analysis-Function Calling vs Code Generation,Qianqian Luo et al,2025,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:function-calling,0,0.9,https://arxiv.org/abs/2509.08863,2509.08863,papers_extra/multi-agent-triaged/0712_2509.08863,papers_extra/multi-agent-triaged/0712_2509.08863/paper.pdf,papers_extra/multi-agent-triaged/0712_2509.08863/source,present,present,batch-05,keep,Retained after batch review.
713,https://doi.org/10.65109/kguh4382,A Framework for Collaborative and Interactive Agent-oriented Developer Operations,"Cleber Jorge Amaral, Timotheus Kampik, Stephen Cranefield",2020,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:software-agents,6,0.92,https://doi.org/10.65109/kguh4382,,,,,unresolved,unavailable,batch-15,keep,"AAMAS paper on collaborative agent-oriented developer operations is a credible pre-LLM bridge/foundation, though not LLM-specific."
714,2025.00036,Human-In-The-Loop Software Development Agents,"Wannita Takerngsaksiri, Jirat Pasuksmit, Patanamon Thongtanunam et al",2025,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:swe-benchmarks,6,0.92,https://doi.org/10.1109/icse-seip66354.2025.00036,,,,,unresolved,unavailable,batch-15,keep,ICSE SEIP 2025 paper on software development agents is credible and practically relevant; multi-agent details need deeper review but not obvious noise.
