rank,id,title,status,coverage_status,review_batch,decision,note
657,2510.06843,SID: Multi-LLM Debate Driven by Self Signals,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
658,2507.03928,CortexDebate: Debating Sparsely and Equally for Multi-Agent Debate,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
659,2505.24671,Multiple LLM Agents Debate for Equitable Cultural Alignment,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
660,2604.17191,Do LLM-derived graph priors improve multi-agent coordination?,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
661,2603.21574,Adaptive Robust Estimator for Multi-Agent Reinforcement Learning,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
662,2604.00344,Agent Q-Mix: Selecting the Right Action for LLM Multi-Agent Systems through Reinforcement Learning,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
663,https://doi.org/10.1609/aaai.v38i16.29710,ProAgent: Building Proactive Cooperative Agents with Large Language Models,candidate,reviewed-retained,batch-14,keep,AAAI paper with strong citation signal and direct proactive cooperative LLM-agent setting; clearly relevant.
664,2602.07848,MARTI-MARS$^2$: Scaling Multi-Agent Self-Search via Reinforcement Learning for Code Generation,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
665,2506.14234,Xolver: Multi-Agent Reasoning with Holistic Experience Learning Just Like an Olympiad Team,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
666,2605.00444,Scaling Video Understanding via Compact Latent Multi-Agent Collaboration,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
667,2603.28986,Mimosa Framework: Toward Evolving Multi-Agent Systems for Scientific Research,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
668,2402.15538,AgentLite: A Lightweight Library for Building and Advancing Task-Oriented LLM Agent System,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
669,2408.08054,Text2BIM: Generating Building Models Using a Large Language Model-based Multi-Agent Framework,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
670,https://doi.org/10.1038/s42004-025-01776-9,ChemGraph as an agentic framework for computational chemistry workflows,candidate,reviewed-retained,batch-14,keep,Nature Communications Chemistry article with benchmarked agentic scientific workflows and LLM task planning/decomposition; domain-specific but credible and useful.
671,2508.13167,Chain-of-Agents: End-to-End Agent Foundation Models via Multi-Agent Distillation and Agentic RL,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
672,2604.23285,Towards Agentic Test-Driven Quality Assurance for 6G Networks,candidate,removed-low-quality,previous-canonical,remove,Architecture proposal for 6G test-driven QA; no experiments or agent evidence.
673,2025.00006,SALLMA: A Software Architecture for LLM-Based Multi-Agent Systems,candidate,reviewed-retained,batch-14,keep,IEEE SATrends-style identifier and title directly target software architecture for LLM multi-agent systems; low citation signal but plausible infrastructure relevance.
674,2604.14609,El Agente Forjador: Task-Driven Agent Generation for Quantum Simulation,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
675,2604.10599,Rethinking Software Engineering for Agentic AI Systems,candidate,removed-low-quality,batch-04,remove,Position/literature-synthesis paper on agentic software engineering with no primary MAS mechanism or empirical evaluation.
676,2604.05278,Spec Kit Agents: Context-Grounded Agentic Workflows,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
677,2602.24068,A Novel Hierarchical Multi-Agent System for Payments Using LLMs,candidate,removed-low-quality,previous-canonical,remove,Payment workflow proposal with no baselines or evaluation.
678,2604.09618,HearthNet: Edge Multi-Agent Orchestration for Smart Homes,candidate,removed-low-quality,previous-canonical,remove,"Five-page smart-home demo with three scenarios, no benchmark or baselines."
679,2604.17745,HiRAS: A Hierarchical Multi-Agent Framework for Paper-to-Code Generation and Execution,candidate,reviewed-retained,batch-04,keep,Retained after batch review.
680,2509.10769,AgentArch: A Comprehensive Benchmark to Evaluate Agent Architectures in Enterprise,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
681,2604.13488,Towards Scalable Lightweight GUI Agents via Multi-role Orchestration,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
682,https://doi.org/10.1109/access.2024.3481641,DeCoAgent: Large Language Model Empowered Decentralized Autonomous Collaboration Agents Based on Smart Contracts,candidate,reviewed-retained,batch-14,keep,"IEEE Access paper with explicit decentralized LLM collaboration agents; applied and likely needs rigor review, but not obvious noise."
683,https://doi.org/10.1016/j.watres.2025.124536,Leveraging large language models for automating water distribution network optimization,candidate,reviewed-retained,batch-14,keep,"Water Research article from a strong applied venue; title is not explicitly multi-agent, but metadata suggests orchestration relevance and the venue/citation signal merit retention."
684,https://doi.org/10.1109/educon62633.2025.11016653,Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects,candidate,reviewed-retained,batch-14,keep,IEEE EDUCON application paper with explicit multi-agent LLM framework; likely narrow educational engineering use case but credible enough for deeper review.
685,2604.11477,OOM-RL: Out-of-Money Reinforcement Learning Market-Driven Alignment for LLM-Based Multi-Agent Systems,candidate,removed-low-quality,previous-canonical,remove,Broad live-market alignment claims; evidence relies on unreleased data and weak statistics.
686,2603.15690,"Loosely-Structured Software: Engineering Context, Structure, and Evolution Entropy in Runtime-Rewired Multi-Agent Systems",candidate,reviewed-retained,batch-05,keep,Retained after batch review.
687,2603.17204,CODMAS: A Dialectic Multi-Agent Collaborative Framework for Structured RTL Optimization,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
688,2601.09150,World Craft: Agentic Framework to Create Visualizable Worlds via Text,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
689,2604.19742,PlayCoder: Making LLM-Generated GUI Code Playable,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
690,2507.23348,SWE-Debate: Competitive Multi-Agent Debate for Software Issue Resolution,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
691,2407.13032,Agent-E: From Autonomous Web Navigation to Foundational Design Principles in Agentic Systems,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
692,2603.00623,TraceSIR: A Multi-Agent Framework for Structured Analysis and Reporting of Agentic Execution Traces,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
693,2510.24645,FunReason-MT Technical Report: Advanced Data Synthesis Solution for Real-world Multi-Turn Tool-use,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
694,https://doi.org/10.20944/preprints202603.0129.v1,A Self-Reflective Multi-Agent Collaboration Framework for Dynamic Software Engineering Tasks,candidate,reviewed-needs-followup,batch-14,needs_followup,Recent Preprints.org software-engineering MAS paper with strong SWE-bench claims and no local artifact; direct relevance but quality and reproducibility need follow-up.
695,2403.17927,MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
696,https://doi.org/10.1109/eiecc67963.2025.11409558,Contextual Trust Evaluation for Robust Coordination in Large Language Model Multi-Agent Systems,candidate,reviewed-retained,batch-14,keep,IEEE conference paper directly on trust evaluation and coordination in LLM-MAS; modest venue/citation signal but relevant and not obvious noise.
697,2025.00071,MUARF: Leveraging Multi-Agent Workflows for Automated Code Refactoring,candidate,reviewed-retained,batch-15,keep,"ICSE Companion 2025 paper directly about multi-agent workflows for code refactoring; low citations and limited artifact access, but plausible trend paper needing deeper review."
698,2410.18032,GraphTeam: Facilitating Large Language Model-based Graph Analysis via Multi-Agent Collaboration,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
699,2409.16299,HyperAgent: Generalist Software Engineering Agents to Solve Coding Tasks at Scale,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
700,2604.26615,TDD Governance for Multi-Agent Code Generation via Prompt Engineering,candidate,removed-low-quality,previous-canonical,remove,Five-page prompt-governance/process proposal; no benchmark or ablation.
701,2602.23647,SGAgent: Suggestion-Guided LLM-Based Multi-Agent Framework for Repository-Level Software Repair,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
702,2602.13671,MAS-on-the-Fly: Dynamic Adaptation of LLM-based Multi-Agent Systems at Test Time,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
703,2602.06511,Evolutionary Generation of Multi-Agent Systems,candidate,reviewed-retained,batch-15,keep,arXiv paper is directly about LLM-based MAS architecture generation with evolutionary search and multiple benchmarks; recent and uncited but clearly relevant.
704,2601.16489,EvoConfig: Self-Evolving Multi-Agent Systems for Efficient Autonomous Environment Configuration,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
705,2024.01262,AssistGUI: Task-Oriented PC Graphical User Interface Automation,candidate,reviewed-retained,batch-15,keep,CVPR 2024 GUI automation work is credible and adjacent to computer-use agents; multi-agent specificity is unclear from metadata but not obvious noise.
706,2604.25264,MARD: A Multi-Agent Framework for Robust Android Malware Detection,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
707,https://doi.org/10.1109/etfa61755.2024.10710900,LLM experiments with simulation: Large Language Model Multi-Agent System for Simulation Model Parametrization in Digital Twins,candidate,reviewed-retained,batch-15,keep,ETFA paper explicitly studies an LLM multi-agent system for digital-twin simulation parametrization and has nontrivial citations; relevant applied MAS trend.
708,2025.00059,ALMAS: an Autonomous LLM-based Multi-Agent Software Engineering Framework,candidate,reviewed-retained,batch-15,keep,ASE workshop paper directly targets LLM-based multi-agent software engineering; likely framework-style but relevant enough to keep for deeper review.
709,2604.11950,AnyPoC: Universal Proof-of-Concept Test Generation for Scalable LLM-Based Bug Detection,candidate,reviewed-retained,batch-05,keep,Retained after batch review.
