rank,id,title,status,coverage_status,review_batch,note
684,https://doi.org/10.1109/educon62633.2025.11016653,Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
685,2604.11477,OOM-RL: Out-of-Money Reinforcement Learning Market-Driven Alignment for LLM-Based Multi-Agent Systems,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
686,2603.15690,"Loosely-Structured Software: Engineering Context, Structure, and Evolution Entropy in Runtime-Rewired Multi-Agent Systems",candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
687,2603.17204,CODMAS: A Dialectic Multi-Agent Collaborative Framework for Structured RTL Optimization,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
688,2601.09150,World Craft: Agentic Framework to Create Visualizable Worlds via Text,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
689,2604.19742,PlayCoder: Making LLM-Generated GUI Code Playable,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
690,2507.23348,SWE-Debate: Competitive Multi-Agent Debate for Software Issue Resolution,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
691,2407.13032,Agent-E: From Autonomous Web Navigation to Foundational Design Principles in Agentic Systems,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
692,2603.00623,TraceSIR: A Multi-Agent Framework for Structured Analysis and Reporting of Agentic Execution Traces,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
693,2510.24645,FunReason-MT Technical Report: Advanced Data Synthesis Solution for Real-world Multi-Turn Tool-use,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
694,https://doi.org/10.20944/preprints202603.0129.v1,A Self-Reflective Multi-Agent Collaboration Framework for Dynamic Software Engineering Tasks,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
695,2403.17927,MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
696,https://doi.org/10.1109/eiecc67963.2025.11409558,Contextual Trust Evaluation for Robust Coordination in Large Language Model Multi-Agent Systems,candidate,assigned-for-review,batch-14.csv,Assigned to a review batch.
697,2025.00071,MUARF: Leveraging Multi-Agent Workflows for Automated Code Refactoring,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
698,2410.18032,GraphTeam: Facilitating Large Language Model-based Graph Analysis via Multi-Agent Collaboration,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
699,2409.16299,HyperAgent: Generalist Software Engineering Agents to Solve Coding Tasks at Scale,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
700,2604.26615,TDD Governance for Multi-Agent Code Generation via Prompt Engineering,candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
701,2602.23647,SGAgent: Suggestion-Guided LLM-Based Multi-Agent Framework for Repository-Level Software Repair,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
702,2602.13671,MAS-on-the-Fly: Dynamic Adaptation of LLM-based Multi-Agent Systems at Test Time,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
703,2602.06511,Evolutionary Generation of Multi-Agent Systems,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
704,2601.16489,EvoConfig: Self-Evolving Multi-Agent Systems for Efficient Autonomous Environment Configuration,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
705,2024.01262,AssistGUI: Task-Oriented PC Graphical User Interface Automation,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
706,2604.25264,MARD: A Multi-Agent Framework for Robust Android Malware Detection,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
707,https://doi.org/10.1109/etfa61755.2024.10710900,LLM experiments with simulation: Large Language Model Multi-Agent System for Simulation Model Parametrization in Digital Twins,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
708,2025.00059,ALMAS: an Autonomous LLM-based Multi-Agent Software Engineering Framework,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
709,2604.11950,AnyPoC: Universal Proof-of-Concept Test Generation for Scalable LLM-Based Bug Detection,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
710,2410.19054,Infogent: An Agent-Based Framework for Web Information Aggregation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
711,2604.00550,"BloClaw: An Omniscient, Multi-Modal Agentic Workspace for Next-Generation Scientific Discovery",candidate,previously-removed,,Already removed from manifest and recorded in removed-low-quality file.
712,2509.08863,GeoJSON Agents:A Multi-Agent LLM Architecture for Geospatial Analysis-Function Calling vs Code Generation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
713,https://doi.org/10.65109/kguh4382,A Framework for Collaborative and Interactive Agent-oriented Developer Operations,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
714,2025.00036,Human-In-The-Loop Software Development Agents,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
715,2025.00404,An LLM-Enabled Multi-Agent Autonomous Mechatronics Design Framework,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
716,https://doi.org/10.1145/3769694.3771146,AI Agents Assisted Platform for Secure Quantum-Classical Networking Education,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
717,2604.20548,Enhancing Research Idea Generation through Combinatorial Innovation and Multi-Agent Iterative Search Strategies,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
718,2604.27996,Exploring Interaction Paradigms for LLM Agents in Scientific Visualization,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
719,2604.21375,"VLAA-GUI: Knowing When to Stop, Recover, and Search, A Modular Framework for GUI Automation",candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
720,2604.20273,ActuBench: A Multi-Agent LLM Pipeline for Generation and Evaluation of Actuarial Reasoning Tasks,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
721,2602.21351,A Hierarchical Multi-Agent System for Autonomous Discovery in Geoscientific Data Archives,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
722,2604.18394,OpenGame: Open Agentic Coding for Games,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
723,2604.09167,MAG-3D: Multi-Agent Grounded Reasoning for 3D Understanding,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
724,https://doi.org/10.70286/isu-15.04.2026.021,SEMANTIC KERNEL USAGE FOR ORCHESTRATION OF MULTI-AGENT LLM-BASED SYSTEMS TO SOLVE THE TASKS WHICH REQUIRE DYNAMIC INVOLVEMENT OF NEW AGENTS,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
725,2410.13825,AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
726,2603.26266,GUIDE: Resolving Domain Bias in GUI Agents through Real-Time Web Video Retrieval and Plug-and-Play Annotation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
727,2603.15039,GUI-CEval: A Hierarchical and Comprehensive Chinese Benchmark for Mobile GUI Agents,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
728,https://doi.org/10.1080/0951192x.2015.1066862,An agent-based collaborative platform for the design of assembly lines,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
729,2025.00026,AgileCoder: Dynamic Collaborative Agents for Software Development based on Agile Methodology,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
730,https://doi.org/10.1145/3058592,Integrating Reinforcement Learning with Multi-Agent Techniques for Adaptive Service Composition,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
731,2604.23299,Proteus: Shapeshifting Desktop Visualizations for Mobile via Multi-level Intelligent Adaptation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
732,2604.23248,PrivacyAssist: A User-Centric Agent Framework for Detecting Privacy Inconsistencies in Android Apps,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
733,https://doi.org/10.3390/app8050688,Development of Semantic Web-Enabled BDI Multi-Agent Systems Using SEA_ML: An Electronic Bartering Case Study,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
734,https://doi.org/10.1145/2851613.2851776,A methodology towards the adaptization of legacy systems using agent-oriented software engineering,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
735,2604.16529,Scaling Test-Time Compute for Agentic Coding,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
736,2604.12948,Drawing on Memory: Dual-Trace Encoding Improves Cross-Session Recall in LLM Agents,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
737,2502.11705,LLM Agents Making Agent Tools,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
738,https://doi.org/10.1609/aaai.v30i1.9827,Multi-Agent System Development MADE Easy,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
739,2406.01304,CodeR: Issue Resolving with Multi-Agent and Task Graphs,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
740,2502.06994,SyncMind: Measuring Agent Out-of-Sync Recovery in Collaborative Software Engineering,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
741,2407.00121,Granite-Function Calling Model: Introducing Function Calling Abilities via Multi-task Learning of Granular Tasks,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
742,2408.03910,CodexGraph: Bridging Large Language Models and Code Repositories via Code Graph Databases,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
743,2604.26963,"MARS: Efficient, Adaptive Co-Scheduling for Heterogeneous Agentic Systems",candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
744,2604.06683,Benchmarking Requirement-to-Architecture Generation with Hybrid Evaluation,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
745,2603.16124,SWE-QA-Pro: A Representative Benchmark and Scalable Training Recipe for Repository-Level Code Understanding,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
746,2602.16069,The Limits of Long-Context Reasoning in Automated Bug Fixing,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
747,2602.14293,KernelBlaster: Continual Cross-Task CUDA Optimization via Memory-Augmented In-Context Reinforcement Learning,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
748,2605.00803,Can Coding Agents Reproduce Findings in Computational Materials Science?,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
749,2604.17111,HiveMind: OS-Inspired Scheduling for Concurrent LLM Agent Workloads,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
750,2604.18616,ARGUS: Agentic GPU Optimization Guided by Data-Flow Invariants,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
751,2604.11045,"Sema Code: Decoupling AI Coding Agents into Programmable, Embeddable Infrastructure",candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
752,2604.06296,AgentOpt v0.1 Technical Report: Client-Side Optimization for LLM-Based Agent,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
753,2512.20660,The Dual-State Architecture for Reliable LLM Agents,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
754,2511.13998,LoCoBench-Agent: An Interactive Benchmark for LLM Agents in Long-Context Software Engineering,candidate,assigned-for-review,batch-05.csv,Assigned to a review batch.
755,https://doi.org/10.1016/j.procs.2015.08.312,Unified Distributed Computing and Co-ordination in Pervasive/Ubiquitous Networks with Mobile Multi-Agent Systems using a Modular and Portable Agent Code Processing Platform,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
756,https://doi.org/10.1145/3696410.3714877,ColaCare: Enhancing Electronic Health Record Modeling through Large Language Model-Driven Multi-Agent Collaboration,candidate,assigned-for-review,batch-15.csv,Assigned to a review batch.
